year,nace_number,boat_type,section_code,lane,team,500m,1000m,1500m,2000m,500m(s),1000m(s),1500m(s),2000m(s),order,qualify
2001,106,m4+,準決B組,4,トヨタ自動車,01:45.14,03:35.68,05:27.29,07:18.00,105.14,215.68,327.29,438.0,2,->Final A
2001,106,m4+,準決B組,2,富山国際大学,01:44.44,03:34.90,05:27.45,07:18.28,104.44,214.9,327.45,438.28,3,->Final B
2001,106,m4+,準決B組,5,早稲田大学理工学部,01:46.64,03:40.54,05:34.96,07:32.19,106.64,220.54,334.96,452.19,4,->Final B
2001,119,m4+,順決,3,立命館大学,01:41.78,03:31.79,05:23.77,07:13.38,101.78,211.79,323.77,433.38,1,
2001,119,m4+,順決,2,法政大学,01:44.20,03:33.30,05:25.09,07:15.17,104.2,213.3,325.09,435.17,2,
2001,119,m4+,順決,4,富山国際大学,01:44.61,03:34.38,05:28.17,07:20.61,104.61,214.38,328.17,440.61,3,
2001,119,m4+,順決,5,早稲田大学理工学部,01:45.94,03:39.14,05:35.48,07:33.17,105.94,219.14,335.48,453.17,4,
2001,120,m4+,決勝,2,同志社大学,01:43.38,03:31.65,05:21.20,07:09.53,103.38,211.65,321.2,429.53,1,
2001,120,m4+,決勝,3,慶應義塾大学,01:46.00,03:34.73,05:26.30,07:16.08,106.0,214.73,326.3,436.08,2,
2001,120,m4+,決勝,4,龍谷大学,01:45.34,03:37.26,05:28.79,07:19.55,105.34,217.26,328.79,439.55,3,
2001,120,m4+,決勝,5,トヨタ自動車,01:48.04,03:38.42,05:30.94,07:23.35,108.03999999999999,218.42000000000002,330.94,443.35,4,
2001,86,w4+,予選A組,2,名古屋大学,01:58.33,03:59.79,06:02.28,08:05.96,118.33,239.79,362.28,485.96,1,->Final A
2001,86,w4+,予選A組,3,立教大学,02:01.75,04:04.97,06:09.78,08:15.86,121.75,244.97,369.78,495.86,2,->Final A
2001,86,w4+,予選A組,5,東京水産大学,02:03.30,04:09.91,06:17.36,08:22.99,123.3,249.91,377.36,502.99,3,->Final B
2001,86,w4+,予選A組,4,関西大学,02:00.72,04:12.60,06:20.15,08:30.16,120.72,252.6,380.15,510.16,4,->Final B
2001,87,w4+,予選B組,2,北海道大学A,01:55.05,03:54.09,05:57.20,07:59.66,115.05,234.09,357.2,479.65999999999997,1,->Final A
2001,87,w4+,予選B組,3,新潟大学,02:00.99,04:06.73,06:17.87,08:29.38,120.99,246.73,377.87,509.38,2,->Final A
2001,87,w4+,予選B組,4,北海道大学B,02:09.01,04:17.95,06:28.40,08:42.78,129.01,257.95,388.4,522.78,3,->Final B
2001,109,w4+,順決,3,東京水産大学,02:12.11,04:27.09,06:44.50,09:01.24,132.11,267.09,404.5,541.24,1,
2001,109,w4+,順決,4,関西大学,02:13.04,04:30.02,06:49.52,09:10.00,133.04,270.02,409.52,550.0,2,
2001,109,w4+,順決,2,北海道大学B,02:48.46,05:36.05,07:56.57,10:23.30,168.46,336.05,476.57,23.3,3,
2001,110,w4+,決勝,3,北海道大学A,02:01.94,04:10.30,06:22.29,08:31.28,121.94,250.3,382.29,511.28,1,
2001,110,w4+,決勝,4,名古屋大学,02:02.64,04:11.69,06:24.19,08:34.04,122.64,251.69,384.19,514.04,2,
2001,110,w4+,決勝,2,立教大学,02:06.91,04:20.18,06:36.46,08:50.69,126.91,260.18,396.46,530.69,3,
2001,110,w4+,決勝,5,新潟大学,02:07.48,04:26.47,06:52.27,09:16.38,127.48,266.47,412.27,556.38,4,
2001,5,m2x,予選A組,6,岐阜経済大学,01:40.63,03:26.81,05:15.75,07:06.34,100.63,206.81,315.75,426.34,1,->Semi-Final
2001,5,m2x,予選A組,3,慶応義塾大学C,01:48.18,03:40.30,05:33.00,07:23.34,108.18,220.3,333.0,443.34,2,
2001,5,m2x,予選A組,4,東京経済大学A,01:44.20,03:35.55,05:30.45,07:24.55,104.2,215.55,330.45,444.55,3,
2001,5,m2x,予選A組,1,東京経済大学B,01:56.13,03:55.75,05:56.39,08:01.47,116.13,235.75,356.39,481.47,4,
2001,5,m2x,予選A組,5,東京大学,01:54.33,03:58.35,06:06.13,08:09.28,114.33,238.35,366.13,489.28,5,
2001,5,m2x,予選A組,2,新潟大学,02:06.04,04:20.25,06:31.41,08:39.34,126.04,260.25,391.41,519.34,6,
2001,6,m2x,予選B組,2,美方高校,01:44.15,03:36.50,05:27.95,07:15.63,104.15,216.5,327.95,435.63,1,->Semi-Final
2001,6,m2x,予選B組,1,法政大学,01:43.90,03:34.18,05:26.39,07:20.54,103.9,214.18,326.39,440.54,2,
2001,6,m2x,予選B組,3,立命館大学B,01:48.39,03:44.64,05:43.09,07:42.07,108.39,224.64,343.09000000000003,462.07,3,
2001,6,m2x,予選B組,6,早稲田大学C,01:50.59,03:45.54,05:44.18,07:42.56,110.59,225.54,344.18,462.56,4,
2001,6,m2x,予選B組,4,北海道大学A,01:50.78,03:46.94,05:45.07,07:48.92,110.78,226.94,345.07,468.92,5,
2001,6,m2x,予選B組,5,立命館大学A,01:51.01,03:52.45,05:54.13,07:55.44,111.00999999999999,232.45,354.13,475.44,6,
2001,7,m2x,予選C組,2,日本体育大学,01:38.98,03:24.71,05:14.39,07:08.04,98.97999999999999,204.71,314.39,428.04,1,->Semi-Final
2001,7,m2x,予選C組,1,鹿屋体育大学,01:39.18,03:28.84,05:16.55,07:32.31,99.18,208.84,316.55,452.31,2,
2001,7,m2x,予選C組,4,立教大学B,01:57.41,04:02.90,06:10.82,08:20.44,117.41,242.9,370.82,500.44,3,
2001,7,m2x,予選C組,6,金沢大学B,02:06.16,04:13.58,06:24.30,08:33.55,126.16,253.58,384.3,513.55,4,
2001,7,m2x,予選C組,3,北海道大学E,02:01.70,04:17.70,06:33.51,08:46.44,121.7,257.7,393.51,526.44,5,
2001,7,m2x,予選C組,5,石巻専修大学,02:05.10,04:18.34,06:37.22,08:50.16,125.1,258.34,397.22,530.16,6,
2001,8,m2x,予選D組,2,早稲田大学A,01:41.85,03:31.46,05:20.70,07:06.60,101.85,211.46,320.7,426.6,1,->Semi-Final
2001,8,m2x,予選D組,1,日本大学,01:42.06,03:32.26,05:23.06,07:10.56,102.06,212.26,323.06,430.56,2,
2001,8,m2x,予選D組,3,中部電力,01:39.15,03:29.75,05:22.14,07:16.55,99.15,209.75,322.14,436.55,3,
2001,8,m2x,予選D組,6,千葉大学B,01:46.35,03:42.98,05:39.98,07:34.74,106.35,222.98,339.98,454.74,4,
2001,8,m2x,予選D組,4,東京工業大学,01:48.48,03:46.67,05:47.66,07:49.88,108.47999999999999,226.67000000000002,347.65999999999997,469.88,5,
2001,8,m2x,予選D組,5,金沢大学C,02:13.28,04:30.20,06:45.78,09:08.76,133.28,270.2,405.78,548.76,6,
2001,9,m2x,予選E組,1,中央大学,01:38.09,03:25.01,05:14.73,07:01.90,98.09,205.01,314.73,421.9,1,->Semi-Final
2001,9,m2x,予選E組,2,茨城大学,01:53.40,03:51.10,05:48.71,07:48.38,113.4,231.1,348.71,468.38,2,
2001,9,m2x,予選E組,3,福島大学,01:52.48,03:53.07,05:56.33,07:59.54,112.47999999999999,233.07,356.33,479.54,3,
2001,9,m2x,予選E組,4,北海道大学D,01:52.94,03:54.16,05:57.05,08:05.28,112.94,234.16,357.05,485.28,4,
2001,9,m2x,予選E組,6,千葉大学A,01:57.51,03:58.07,06:03.65,08:09.90,117.50999999999999,238.07,363.65,489.9,5,
2001,9,m2x,予選E組,5,北海道大学C,02:00.28,04:08.14,06:20.19,08:39.10,120.28,248.14,380.19,519.1,6,
2001,10,m2x,予選F組,3,東海大学,01:45.90,03:40.23,05:35.89,07:31.05,105.9,220.23,335.89,451.05,1,->Semi-Final
2001,10,m2x,予選F組,1,金沢大学A,01:52.45,03:47.81,05:42.62,07:35.70,112.45,227.81,342.62,455.7,2,
2001,10,m2x,予選F組,6,一橋大学,01:48.45,03:44.16,05:42.31,07:38.09,108.45,224.16,342.31,458.09000000000003,3,
2001,10,m2x,予選F組,2,慶應義塾大学E,01:49.77,03:48.32,05:48.00,07:48.88,109.77000000000001,228.32,348.0,468.88,4,
2001,10,m2x,予選F組,4,桜宮高校,01:53.11,03:52.62,05:54.14,07:52.34,113.11,232.62,354.14,472.34000000000003,5,
2001,10,m2x,予選F組,5,立教大学A,01:56.95,03:57.70,05:59.30,08:00.88,116.95,237.7,359.3,480.88,6,
2001,11,m2x,予選G組,3,富山国際大学,01:44.48,03:36.97,05:32.56,07:27.57,104.47999999999999,216.97,332.56,447.57,1,->Semi-Final
2001,11,m2x,予選G組,2,市立横浜商業高校,01:47.58,03:42.26,05:37.96,07:30.66,107.58,222.26,337.96,450.66,2,
2001,11,m2x,予選G組,5,関西電力美浜RC,01:45.46,03:38.00,05:35.25,07:33.37,105.46000000000001,218.0,335.25,453.37,3,
2001,11,m2x,予選G組,1,早稲田大学B,01:49.58,03:44.75,05:43.92,07:42.55,109.58,224.75,343.92,462.55,4,
2001,11,m2x,予選G組,4,北海道大学B,02:00.62,04:10.51,06:20.57,08:31.88,120.62,250.51,380.57,511.88,5,
2001,12,m2x,予選H組,4,宇和島水産高校,01:36.59,03:21.67,05:09.62,06:57.27,96.59,201.67000000000002,309.62,417.27,1,->Semi-Final
2001,12,m2x,予選H組,2,慶應義塾大学B,01:42.27,03:32.08,05:24.85,07:16.95,102.27000000000001,212.07999999999998,324.85,436.95,2,
2001,12,m2x,予選H組,1,慶応義塾大学D,01:46.18,03:40.50,05:36.69,07:30.32,106.18,220.5,336.69,450.32,3,
2001,12,m2x,予選H組,3,慶應義塾大学A,01:49.62,03:44.65,05:40.37,07:32.28,109.62,224.65,340.37,452.28,4,
2001,12,m2x,予選H組,5,東京農業大学B,01:56.27,03:59.04,06:10.43,08:19.09,116.27000000000001,239.04,370.43,499.09,5,
2001,52,m2x,敗復A組,4,慶應義塾大学A,01:47.67,03:38.09,05:30.94,07:21.64,107.67,218.09,330.94,441.64,1,->Semi-Final
2001,52,m2x,敗復A組,3,市立横浜商業高校,01:46.51,03:39.02,05:30.45,07:23.40,106.50999999999999,219.02,330.45,443.4,2,
2001,52,m2x,敗復A組,2,福島大学,01:52.26,03:52.52,05:50.52,07:48.97,112.25999999999999,232.52,350.52,468.97,3,
2001,52,m2x,敗復A組,5,立教大学A,02:00.29,04:03.09,06:03.74,08:02.00,120.29,243.09,363.74,482.0,4,
2001,53,m2x,敗復B組,4,鹿屋体育大学,01:40.20,03:26.84,05:13.94,07:03.71,100.2,206.84,313.94,423.71,1,->Semi-Final
2001,53,m2x,敗復B組,3,慶応義塾大学D,01:49.65,03:41.22,05:34.83,07:29.52,109.65,221.22,334.83,449.52,2,
2001,53,m2x,敗復B組,2,立命館大学A,01:50.09,03:45.25,05:41.89,07:42.84,110.09,225.25,341.89,462.84000000000003,3,
2001,53,m2x,敗復B組,5,東京経済大学B,01:55.74,03:51.72,05:48.92,07:46.68,115.74000000000001,231.72,348.92,466.68,4,
2001,54,m2x,敗復C組,3,東京経済大学A,01:44.34,03:35.16,05:26.80,07:16.39,104.34,215.16,326.8,436.39,1,->Semi-Final
2001,54,m2x,敗復C組,4,関西電力美浜RC,01:46.30,03:37.19,05:29.44,07:21.94,106.3,217.19,329.44,441.94,2,
2001,54,m2x,敗復C組,2,桜宮高校,01:51.92,03:50.82,05:50.64,07:46.81,111.92,230.82,350.64,466.81,3,
2001,54,m2x,敗復C組,5,北海道大学D,01:53.14,03:54.95,06:01.69,08:06.94,113.14,234.95,361.69,486.94,4,
2001,54,m2x,敗復C組,1,金沢大学C,02:12.10,04:35.53,06:50.70,09:02.59,132.1,275.53,410.7,542.59,5,
2001,55,m2x,敗復D組,3,慶応義塾大学C,01:48.04,03:38.54,05:32.93,07:25.75,108.03999999999999,218.54,332.93,445.75,1,->Semi-Final
2001,55,m2x,敗復D組,4,千葉大学B,01:45.55,03:38.16,05:35.81,07:28.88,105.55,218.16,335.81,448.88,2,
2001,55,m2x,敗復D組,2,東京工業大学,01:50.12,03:43.56,05:37.82,07:30.43,110.12,223.56,337.82,450.43,3,
2001,55,m2x,敗復D組,5,東京大学,01:52.34,03:51.27,06:07.38,08:14.22,112.34,231.27,367.38,494.22,4,
2001,55,m2x,敗復D組,1,石巻専修大学,02:01.04,04:15.94,06:33.18,08:45.00,121.04,255.94,393.18,525.0,5,
2001,56,m2x,敗復E組,3,法政大学,01:42.22,03:32.39,05:21.69,07:14.27,102.22,212.39,321.69,434.27,1,->Semi-Final
2001,56,m2x,敗復E組,4,金沢大学A,01:45.97,03:38.64,05:32.06,07:25.28,105.97,218.64,332.06,445.28,2,
2001,56,m2x,敗復E組,2,北海道大学A,01:47.97,03:41.26,05:33.75,07:30.14,107.97,221.26,333.75,450.14,3,
2001,56,m2x,敗復E組,5,千葉大学A,01:55.22,03:58.95,06:03.77,08:13.76,115.22,238.95,363.77,493.76,4,
2001,56,m2x,敗復E組,1,北海道大学E,01:59.65,04:10.31,06:32.13,08:44.94,119.65,250.31,392.13,524.94,5,
2001,57,m2x,敗復F組,3,慶應義塾大学B,01:42.66,03:29.98,05:21.99,07:13.60,102.66,209.98,321.99,433.6,1,->Semi-Final
2001,57,m2x,敗復F組,4,一橋大学,01:46.31,03:37.93,05:33.54,07:28.91,106.31,217.93,333.54,448.91,2,
2001,57,m2x,敗復F組,2,慶應義塾大学E,01:44.94,03:40.38,05:36.31,07:35.13,104.94,220.38,336.31,455.13,3,
2001,57,m2x,敗復F組,5,東京農業大学B,01:50.45,03:52.43,05:58.47,08:08.05,110.45,232.43,358.47,488.05,4,
2001,57,m2x,敗復F組,1,新潟大学,02:02.31,04:09.38,06:19.47,08:31.63,122.31,249.38,379.47,511.63,5,
2001,58,m2x,敗復G組,3,中部電力,01:41.48,03:30.84,05:23.13,07:14.94,101.47999999999999,210.84,323.13,434.94,1,->Semi-Final
2001,58,m2x,敗復G組,4,立命館大学B,01:48.38,03:42.18,05:38.10,07:34.44,108.38,222.18,338.1,454.44,2,
2001,58,m2x,敗復G組,2,茨城大学,01:51.44,03:47.21,06:44.68,07:43.54,111.44,227.21,404.68,463.54,3,
2001,58,m2x,敗復G組,5,立教大学B,01:59.48,04:06.46,06:13.42,08:19.29,119.47999999999999,246.46,373.42,499.29,4,
2001,58,m2x,敗復G組,1,北海道大学C,02:00.42,04:05.53,06:19.51,08:28.91,120.42,245.53,379.51,508.91,5,
2001,59,m2x,敗復H組,3,日本大学,01:44.86,03:32.10,05:23.30,07:13.72,104.86,212.1,323.3,433.72,1,->Semi-Final
2001,59,m2x,敗復H組,4,早稲田大学B,01:46.82,03:41.08,05:39.02,07:33.07,106.82,221.07999999999998,339.02,453.07,2,
2001,59,m2x,敗復H組,2,早稲田大学C,01:49.32,03:42.06,05:37.23,07:33.78,109.32,222.06,337.23,453.78,3,
2001,59,m2x,敗復H組,5,北海道大学B,01:59.86,04:03.21,06:08.80,08:19.31,119.86,243.21,368.8,499.31,4,
2001,59,m2x,敗復H組,1,金沢大学B,02:03.99,04:12.45,06:22.14,08:34.40,123.99,252.45,382.14,514.4,5,
2001,92,m2x,準決A組,2,鹿屋体育大学,01:47.65,03:41.91,05:40.19,07:36.09,107.65,221.91,340.19,456.09000000000003,1,->Final A
2001,92,m2x,準決A組,4,日本体育大学,01:49.07,03:44.50,05:43.52,07:38.22,109.07,224.5,343.52,458.22,2,->Final B
2001,92,m2x,準決A組,3,早稲田大学A,01:50.44,03:50.41,05:51.33,07:47.42,110.44,230.41,351.33,467.42,3,
2001,92,m2x,準決A組,5,慶応義塾大学C,01:59.67,04:06.24,06:14.21,08:20.43,119.67,246.24,374.21,500.43,4,
2001,93,m2x,準決B組,4,美方高校,01:50.94,03:53.11,05:51.23,07:48.16,110.94,233.11,351.23,468.15999999999997,1,->Final A
2001,93,m2x,準決B組,3,岐阜経済大学,01:50.69,03:52.76,05:53.66,07:52.90,110.69,232.76,353.65999999999997,472.9,2,->Final B
2001,93,m2x,準決B組,2,慶應義塾大学B,01:47.84,03:49.81,05:54.90,07:57.75,107.84,229.81,354.9,477.75,3,
2001,93,m2x,準決B組,5,慶應義塾大学A,01:56.51,04:03.26,06:12.33,08:16.96,116.50999999999999,243.26,372.33,496.96,4,
2001,94,m2x,準決C組,3,中央大学,01:46.33,03:42.74,05:39.20,07:36.01,106.33,222.74,339.2,456.01,1,->Final A
2001,94,m2x,準決C組,2,日本大学,01:48.19,03:47.35,05:40.03,07:41.09,108.19,227.35,340.03,461.09000000000003,2,->Final B
2001,94,m2x,準決C組,4,富山国際大学,01:49.62,03:52.79,05:58.32,08:01.15,109.62,232.79,358.32,481.15,3,
2001,94,m2x,準決C組,5,東京経済大学A,01:53.60,03:57.42,05:59.20,08:03.89,113.6,237.42000000000002,359.2,483.89,4,
2001,95,m2x,準決D組,3,宇和島水産高校,01:43.30,03:34.21,05:30.48,07:28.22,103.3,214.21,330.48,448.22,1,->Final A
2001,95,m2x,準決D組,5,中部電力,01:50.98,03:46.52,05:43.03,07:39.35,110.97999999999999,226.52,343.03,459.35,2,->Final B
2001,95,m2x,準決D組,2,法政大学,01:53.59,03:47.26,05:45.32,07:41.74,113.59,227.26,345.32,461.74,3,
2001,95,m2x,準決D組,4,東海大学,01:54.78,03:54.40,05:59.89,08:03.59,114.78,234.4,359.89,483.59,4,
2001,113,m2x,順決,3,日本体育大学,01:42.91,03:32.07,05:27.35,07:29.52,102.91,212.07,327.35,449.52,1,
2001,113,m2x,順決,4,中部電力,01:46.84,03:41.75,05:36.76,07:44.05,106.84,221.75,336.76,464.05,2,
2001,113,m2x,順決,5,岐阜経済大学,01:48.70,03:42.21,05:41.17,07:49.66,108.7,222.21,341.17,469.65999999999997,3,
2001,114,m2x,決勝,3,宇和島水産高校,01:43.49,03:32.46,05:20.71,07:10.46,103.49000000000001,212.46,320.71,430.46,1,
2001,114,m2x,決勝,2,鹿屋体育大学,01:45.65,03:34.73,05:24.94,07:22.55,105.65,214.73,324.94,442.55,2,
2001,114,m2x,決勝,4,中央大学,01:45.89,03:37.48,05:30.54,07:24.70,105.89,217.48,330.54,444.7,3,
2001,114,m2x,決勝,5,美方高校,01:50.40,03:45.75,05:41.88,07:40.53,110.4,225.75,341.88,460.53,4,
2001,1,w2x,予選A組,4,早稲田大学,01:49.16,03:45.54,05:41.09,07:36.25,109.16,225.54,341.09000000000003,456.25,1,->Semi-Final
2001,1,w2x,予選A組,2,美方高校,01:55.00,03:55.64,05:57.11,07:59.67,115.0,235.64,357.11,479.67,2,
2001,1,w2x,予選A組,1,一橋大学,01:57.45,03:59.86,06:02.99,08:07.74,117.45,239.86,362.99,487.74,3,
2001,1,w2x,予選A組,5,大垣共立銀行B,01:57.04,04:02.41,06:12.24,08:22.44,117.03999999999999,242.41,372.24,502.44,4,
2001,1,w2x,予選A組,3,東京医科歯科大学,01:59.40,04:06.17,06:17.28,08:33.24,119.4,246.17,377.28,513.24,5,
2001,2,w2x,予選B組,1,明治生命,01:48.22,03:44.19,05:41.86,07:38.77,108.22,224.19,341.86,458.77,1,->Semi-Final
2001,2,w2x,予選B組,3,龍谷大学B,01:55.35,03:56.04,05:56.96,07:54.69,115.35,236.04,356.96,474.69,2,
2001,2,w2x,予選B組,2,鹿屋体育大学,01:59.79,04:00.44,05:58.61,07:55.51,119.78999999999999,240.44,358.61,475.51,3,
2001,2,w2x,予選B組,5,北海道大学A,01:57.80,03:59.25,06:00.54,08:01.00,117.8,239.25,360.54,481.0,4,
2001,2,w2x,予選B組,4,慶應義塾大学,02:07.38,04:26.97,06:52.81,09:14.15,127.38,266.97,412.81,554.15,5,
2001,3,w2x,予選C組,1,東京経済大学,01:52.68,03:49.51,05:49.96,07:48.06,112.68,229.51,349.96,468.06,1,->Semi-Final
2001,3,w2x,予選C組,4,大垣共立銀行A,01:55.21,03:56.51,05:58.18,07:56.34,115.21000000000001,236.51,358.18,476.34000000000003,2,
2001,3,w2x,予選C組,3,立命館大学,02:00.74,04:07.16,06:16.78,08:21.87,120.74,247.16,376.78,501.87,3,
2001,3,w2x,予選C組,2,千葉大学園芸学部,02:05.28,04:16.68,06:31.99,08:48.24,125.28,256.68,391.99,528.24,4,
2001,3,w2x,予選C組,5,北海道大学B,02:08.64,04:23.61,06:47.16,09:09.77,128.64,263.61,407.15999999999997,549.77,5,
2001,4,w2x,予選D組,4,龍谷大学A,01:52.70,03:44.86,05:46.57,07:43.40,112.7,224.86,346.57,463.4,1,->Semi-Final
2001,4,w2x,予選D組,1,明治大学,01:53.10,03:51.69,05:53.43,07:54.22,113.1,231.69,353.43,474.22,2,
2001,4,w2x,予選D組,5,日本体育大学,01:58.11,04:02.04,06:07.19,08:11.13,118.11,242.04,367.19,491.13,3,
2001,4,w2x,予選D組,3,新潟大学,02:00.59,04:05.38,06:11.52,08:18.09,120.59,245.38,371.52,498.09,4,
2001,4,w2x,予選D組,2,桜宮高校,01:58.57,04:04.64,06:14.28,08:24.33,118.57,244.64,374.28,504.33,5,
2001,48,w2x,敗復A組,3,大垣共立銀行A,01:53.84,03:52.94,05:55.67,07:57.66,113.84,232.94,355.67,477.65999999999997,1,->Semi-Final
2001,48,w2x,敗復A組,4,美方高校,01:52.96,03:53.99,05:58.16,08:01.54,112.96000000000001,233.99,358.15999999999997,481.54,2,
2001,48,w2x,敗復A組,5,東京医科歯科大学,02:00.61,04:06.17,06:14.31,08:22.59,120.61,246.17,374.31,502.59,3,
2001,48,w2x,敗復A組,2,桜宮高校,01:59.86,04:06.73,06:17.24,08:28.47,119.86,246.73,377.24,508.47,4,
2001,49,w2x,敗復B組,3,鹿屋体育大学,01:58.20,03:55.92,05:52.43,07:49.93,118.2,235.92000000000002,352.43,469.93,1,->Semi-Final
2001,49,w2x,敗復B組,4,北海道大学A,01:58.79,03:59.82,06:01.09,08:02.74,118.78999999999999,239.82,361.09,482.74,2,
2001,49,w2x,敗復B組,2,大垣共立銀行B,01:56.19,04:03.59,06:13.67,08:22.41,116.19,243.59,373.67,502.41,3,
2001,49,w2x,敗復B組,5,千葉大学園芸学部,02:04.63,04:11.58,06:21.61,08:33.21,124.63,251.58,381.61,513.21,4,
2001,50,w2x,敗復C組,3,龍谷大学B,01:57.02,03:57.17,05:57.56,07:58.68,117.02000000000001,237.17000000000002,357.56,478.68,1,->Semi-Final
2001,50,w2x,敗復C組,4,一橋大学,01:58.02,03:59.53,06:02.61,08:07.24,118.02000000000001,239.53,362.61,487.24,2,
2001,50,w2x,敗復C組,2,立命館大学,02:04.71,04:10.67,06:17.60,08:21.80,124.71,250.67,377.6,501.8,3,
2001,50,w2x,敗復C組,5,北海道大学B,02:08.87,04:25.64,06:41.63,08:56.39,128.87,265.64,401.63,536.39,4,
2001,51,w2x,敗復D組,3,明治大学,01:50.62,03:51.36,05:52.31,07:51.34,110.62,231.36,352.31,471.34000000000003,1,->Semi-Final
2001,51,w2x,敗復D組,4,日本体育大学,01:58.41,04:03.65,06:07.99,08:13.33,118.41,243.65,367.99,493.33,2,
2001,51,w2x,敗復D組,2,新潟大学,02:01.72,04:09.63,06:17.16,08:23.10,121.72,249.63,377.16,503.1,3,
2001,51,w2x,敗復D組,5,慶應義塾大学,02:07.34,04:27.36,06:49.29,09:09.01,127.34,267.36,409.29,549.01,4,
2001,90,w2x,準決A組,3,明治生命,01:55.14,04:00.01,06:09.76,08:18.86,115.14,240.01,369.76,498.86,1,->Final A
2001,90,w2x,準決A組,4,龍谷大学A,01:59.66,04:03.50,06:12.01,08:22.63,119.66,243.5,372.01,502.63,2,->Final A
2001,90,w2x,準決A組,2,鹿屋体育大学,02:07.27,04:15.25,06:23.20,08:33.77,127.27,255.25,383.2,513.77,3,->Final B
2001,90,w2x,準決A組,5,龍谷大学B,02:03.02,04:12.79,06:28.06,08:44.97,123.02,252.79,388.06,524.97,4,->Final B
2001,91,w2x,準決B組,3,早稲田大学,01:56.14,03:59.47,06:10.09,08:27.16,116.14,239.47,370.09,507.16,1,->Final A
2001,91,w2x,準決B組,4,東京経済大学,01:58.81,04:04.40,06:16.41,08:28.89,118.81,244.4,376.41,508.89,2,->Final A
2001,91,w2x,準決B組,2,明治大学,02:01.84,04:09.40,06:24.03,08:37.20,121.84,249.4,384.03,517.2,3,->Final B
2001,91,w2x,準決B組,5,大垣共立銀行A,02:04.20,04:16.61,06:34.52,08:50.66,124.2,256.61,394.52,530.66,4,->Final B
2001,111,w2x,順決,3,鹿屋体育大学,02:04.94,04:10.21,06:15.25,08:19.95,124.94,250.21,375.25,499.95,1,
2001,111,w2x,順決,4,明治大学,02:02.34,04:09.44,06:18.57,08:27.51,122.34,249.44,378.57,507.51,2,
2001,111,w2x,順決,2,龍谷大学B,02:02.97,04:11.40,06:21.59,08:29.94,122.97,251.4,381.59,509.94,3,
2001,111,w2x,順決,5,大垣共立銀行A,02:03.85,04:12.89,06:23.61,08:31.90,123.85,252.89,383.61,511.9,4,
2001,112,w2x,決勝,3,明治生命,01:54.98,03:54.99,05:56.29,07:57.94,114.97999999999999,234.99,356.29,477.94,1,
2001,112,w2x,決勝,2,早稲田大学,01:55.39,03:55.66,05:56.07,07:58.90,115.39,235.66,356.07,478.9,2,
2001,112,w2x,決勝,4,龍谷大学A,02:00.44,04:02.21,06:03.38,08:08.84,120.44,242.21,363.38,488.84,3,
2001,112,w2x,決勝,5,東京経済大学,02:01.37,04:02.93,06:08.30,08:17.67,121.37,242.93,368.3,497.67,4,
2001,25,m1x,予選A組,6,柴田誠(北海道大学A),01:50.75,03:41.78,05:37.78,07:36.18,110.75,221.78,337.78,456.18,1,->Semi-Final
2001,25,m1x,予選A組,2,山本博之(東レ滋賀B),01:51.34,03:47.50,05:44.74,07:44.06,111.34,227.5,344.74,464.06,2,
2001,25,m1x,予選A組,3,堀信介(北海道大学B),01:54.80,03:52.40,05:49.34,07:46.35,114.8,232.4,349.34000000000003,466.35,3,
2001,25,m1x,予選A組,1,近藤千眞(京都大学),01:55.12,03:59.46,06:11.14,08:25.66,115.12,239.46,371.14,505.66,4,
2001,25,m1x,予選A組,4,中村英史(中央大学),01:59.75,04:05.79,06:17.58,08:35.13,119.75,245.79,377.58,515.13,5,
2001,25,m1x,予選A組,5,佐々木健一(小樽商科大学B),02:07.43,04:22.80,06:44.54,09:24.41,127.43,262.8,404.54,564.41,6,
2001,26,m1x,予選B組,6,谷田川潤(江戸川大学A),01:51.44,03:49.94,05:51.24,07:55.67,111.44,229.94,351.24,475.67,1,->Semi-Final
2001,26,m1x,予選B組,3,井上将(立命館大学B),01:55.41,03:58.52,06:04.35,08:15.45,115.41,238.52,364.35,495.45,2,
2001,26,m1x,予選B組,1,渡辺智寛(本郷高校),02:02.66,04:08.24,06:14.49,08:21.14,122.66,248.24,374.49,501.14,3,
2001,26,m1x,予選B組,4,中川厚(東京経済大学),01:58.66,04:05.66,06:16.30,08:25.54,118.66,245.66,376.3,505.54,4,
2001,26,m1x,予選B組,5,石館毅洋(慶應義塾大学A),01:57.44,04:00.59,06:11.54,08:25.74,117.44,240.59,371.54,505.74,5,
2001,26,m1x,予選B組,2,殿岡亮介(東京漕艇倶楽部A),02:01.51,04:12.76,06:31.14,08:48.55,121.51,252.76,391.14,528.55,6,
2001,27,m1x,予選C組,2,藤川浩史(松山大学B),01:52.55,03:51.85,05:51.94,07:47.59,112.55,231.85,351.94,467.59000000000003,1,->Semi-Final
2001,27,m1x,予選C組,4,口野雅也(東レ滋賀A),01:55.62,03:54.32,05:56.04,07:54.72,115.62,234.32,356.04,474.72,2,
2001,27,m1x,予選C組,1,蜂谷大輔(茨城大学),01:53.41,03:52.50,05:59.91,08:03.36,113.41,232.5,359.90999999999997,483.36,3,
2001,27,m1x,予選C組,6,加藤淳志(慶應義塾大学B),01:57.60,03:59.92,06:07.95,08:12.40,117.6,239.92000000000002,367.95,492.4,4,
