year,boat_type,section_code,race_number,order,team,500m,1000m,1500m,2000m,lane,qualify
2018,m8+,順決,184,1,明治大学,01:25.85,02:54.15,04:24.94,05:57.47,2,
2018,m8+,順決,184,2,早稲田大学,01:27.24,02:56.06,04:28.74,05:59.36,5,
2018,m8+,順決,184,3,同志社大学,01:25.66,02:54.55,04:28.34,06:00.43,3,
2018,m8+,順決,184,4,東北大学,01:27.48,02:59.15,04:30.89,06:04.16,4,
2018,m8+,決勝,199,1,日本大学,01:27.84,02:58.64,04:28.43,05:55.91,3,
2018,m8+,決勝,199,2,一橋大学,01:29.98,03:02.59,04:31.92,06:00.70,4,
2018,m8+,決勝,199,3,中央大学,01:28.54,03:02.22,04:32.36,06:01.04,2,
2018,m8+,決勝,199,4,仙台大学,01:31.00,03:05.88,04:36.25,06:03.31,5,
2019,m4+,予選A組,47,1,同志社大学,01:35.93,03:17.20,04:59.42,06:38.20,1,→Semi-Final
2019,m4+,予選A組,47,2,東北大学,01:37.42,03:20.44,05:04.50,06:45.04,4,
2019,m4+,予選A組,47,3,明治大学,01:39.36,03:21.69,05:06.28,06:47.84,5,
2019,m4+,予選A組,47,4,立命館大学,01:40.71,03:26.12,05:14.01,06:59.08,3,
2019,m4+,予選A組,47,5,神戸大学,01:40.01,03:28.26,05:20.49,07:05.85,2,
2019,m4+,予選B組,48,1,東京工業大学,01:39.45,03:22.62,05:05.60,06:56.15,1,→Semi-Final
2019,m4+,予選B組,48,2,東京大学,01:43.36,03:29.39,05:13.06,06:58.88,3,
2019,m4+,予選B組,48,3,岡山大学,01:42.72,03:30.37,05:15.57,06:59.78,4,
2019,m4+,予選B組,48,4,小樽商科大学,01:45.77,03:32.72,05:21.09,07:12.82,2,
2019,m4+,予選B組,48,5,早稲田大学理工漕艇部,01:40.68,03:27.34,05:17.04,07:17.07,5,
2019,m4+,予選C組,49,1,早稲田大学,01:32.36,03:14.45,04:57.22,06:38.18,4,→Semi-Final
2019,m4+,予選C組,49,2,日本体育大学,01:39.42,03:21.67,05:02.90,06:44.10,3,
2019,m4+,予選C組,49,3,成蹊大学,01:38.88,03:23.54,05:10.73,06:51.49,5,
2019,m4+,予選C組,49,4,大阪大学,01:42.42,03:29.03,05:18.32,07:08.31,2,
2019,m4+,予選C組,49,5,成城大学,01:47.50,03:39.77,05:39.48,07:35.19,1,
2019,m4+,予選D組,50,1,大阪工業大学,01:35.68,03:17.72,05:01.07,06:42.83,1,→Semi-Final
2019,m4+,予選D組,50,2,日本大学,01:35.48,03:17.44,05:03.50,06:47.09,3,
2019,m4+,予選D組,50,3,滋賀大学,01:40.03,03:26.07,05:14.64,07:05.17,2,
2019,m4+,予選D組,50,4,名古屋大学,01:44.91,03:31.94,05:20.99,07:11.73,5,
2019,m4+,予選D組,50,5,大阪市立大学,01:43.13,03:33.06,05:25.98,07:16.26,4,
2019,m4+,予選E組,51,1,大阪府立大学,01:37.35,03:18.27,04:58.65,06:36.85,5,→Semi-Final
2019,m4+,予選E組,51,2,仙台大学,01:36.06,03:17.71,05:00.10,06:40.53,3,
2019,m4+,予選E組,51,3,山口大学,01:38.38,03:20.40,05:03.02,06:47.71,4,
2019,m4+,予選E組,51,4,学習院大学,01:39.92,03:23.88,05:08.26,06:48.99,2,
2019,m4+,予選E組,51,5,関西大学,01:37.92,03:21.20,05:07.39,07:05.73,1,
2019,m4+,予選F組,52,1,法政大学,01:36.89,03:16.43,04:58.34,06:38.21,5,→Semi-Final
2019,m4+,予選F組,52,2,一橋大学,01:37.09,03:17.90,05:00.88,06:43.13,2,
2019,m4+,予選F組,52,3,新潟大学,01:38.04,03:20.44,05:03.01,06:45.32,3,
2019,m4+,予選F組,52,4,龍谷大学,01:38.28,03:24.07,05:07.44,06:49.12,1,
2019,m4+,予選F組,52,5,岐阜協立大学,01:41.36,03:25.25,05:09.39,06:53.16,4,
2019,m4+,予選G組,53,1,立教大学,01:38.46,03:18.81,04:58.32,06:34.06,3,→Semi-Final
2019,m4+,予選G組,53,2,中央大学,01:38.28,03:19.60,05:00.77,06:40.77,1,
2019,m4+,予選G組,53,3,金沢大学,01:35.86,03:19.14,05:07.75,06:56.53,2,
2019,m4+,予選G組,53,4,富山国際大学,01:44.24,03:29.61,05:15.44,07:02.62,4,
2019,m4+,予選G組,53,5,広島大学,01:44.92,03:31.94,05:21.82,07:12.68,5,
2019,m4+,予選H組,54,1,慶應義塾大学,01:38.77,03:20.69,05:05.40,06:49.98,2,→Semi-Final
2019,m4+,予選H組,54,2,関西学院大学,01:40.34,03:26.86,05:15.70,07:01.97,3,
2019,m4+,予選H組,54,3,熊本大学,01:43.90,03:28.38,05:13.77,07:04.13,4,
2019,m4+,予選H組,54,4,京都大学,01:46.18,03:34.85,05:24.63,07:15.51,5,
2019,m4+,敗復A組,104,1,明治大学,01:40.31,03:25.64,05:18.35,07:09.15,4,→Semi-Final
2019,m4+,敗復A組,104,2,山口大学,01:46.83,03:35.07,05:30.01,07:20.26,3,
2019,m4+,敗復A組,104,3,大阪大学,01:46.49,03:36.84,05:30.46,07:21.58,2,
2019,m4+,敗復A組,104,4,名古屋大学,01:51.98,03:44.31,05:42.21,07:38.35,5,
2019,m4+,敗復B組,105,1,日本大学,01:42.59,03:28.77,05:16.77,07:04.07,3,→Semi-Final
2019,m4+,敗復B組,105,2,学習院大学,01:44.95,03:30.26,05:17.09,07:06.91,4,
2019,m4+,敗復B組,105,3,神戸大学,01:47.80,03:38.07,05:32.56,07:25.89,2,
2019,m4+,敗復B組,105,4,広島大学,01:52.55,03:45.46,05:43.74,07:42.92,5,
2019,m4+,敗復C組,106,1,龍谷大学,01:42.10,03:28.51,05:16.48,07:01.80,4,→Semi-Final
2019,m4+,敗復C組,106,2,新潟大学,01:43.74,03:32.77,05:21.94,07:07.96,3,
2019,m4+,敗復C組,106,3,関西大学,01:44.18,03:33.42,05:23.07,07:09.66,2,
2019,m4+,敗復C組,106,4,小樽商科大学,01:50.98,03:44.15,05:37.72,07:25.41,5,
2019,m4+,敗復D組,107,1,東北大学,01:40.23,03:24.84,05:11.40,06:54.99,3,→Semi-Final
2019,m4+,敗復D組,107,2,成蹊大学,01:42.83,03:27.57,05:14.11,06:57.59,4,
2019,m4+,敗復D組,107,3,滋賀大学,01:42.56,03:31.21,05:22.29,07:17.49,2,
2019,m4+,敗復D組,107,4,京都大学,01:52.48,03:46.11,05:41.89,07:36.16,5,
2019,m4+,敗復E組,108,1,日本体育大学,01:42.07,03:25.40,05:10.10,06:52.19,3,→Semi-Final
2019,m4+,敗復E組,108,2,岐阜協立大学,01:41.94,03:26.14,05:12.57,06:55.72,4,
2019,m4+,敗復E組,108,3,大阪市立大学,01:46.93,03:37.13,05:30.06,07:17.21,5,
2019,m4+,敗復E組,108,4,熊本大学,01:47.10,03:37.33,05:29.42,07:17.98,2,
2019,m4+,敗復F組,109,1,一橋大学,01:44.17,03:28.89,05:13.08,06:59.95,3,→Semi-Final
2019,m4+,敗復F組,109,2,金沢大学,01:41.75,03:26.68,05:14.06,07:02.24,4,
2019,m4+,敗復F組,109,3,早稲田大学理工漕艇部,01:48.72,03:38.86,05:29.97,07:21.66,5,
2019,m4+,敗復F組,109,4,富山国際大学,01:47.32,03:39.38,05:33.48,07:28.78,2,
2019,m4+,敗復G組,110,1,中央大学,01:41.21,03:26.00,05:11.19,06:54.95,3,→Semi-Final
2019,m4+,敗復G組,110,2,東京大学,01:49.32,03:40.25,05:29.08,07:11.70,4,
2019,m4+,敗復G組,110,3,関西学院大学,01:44.95,03:33.79,05:24.25,07:14.31,2,
2019,m4+,敗復G組,110,4,成城大学,01:51.83,03:45.47,05:37.65,07:29.61,5,
2019,m4+,敗復H組,111,1,仙台大学,01:42.76,03:25.90,05:10.83,06:55.49,3,→Semi-Final
2019,m4+,敗復H組,111,2,立命館大学,01:43.43,03:28.84,05:14.71,07:05.73,4,
2019,m4+,敗復H組,111,3,岡山大学,01:47.12,03:36.68,05:29.39,07:21.96,2,
2019,m4+,準決A組,161,1,立教大学,01:43.96,03:28.62,05:12.21,06:51.17,3,→Final A
2019,m4+,準決A組,161,2,仙台大学,01:40.47,03:26.37,05:11.28,06:55.48,2,→Final B
2019,m4+,準決A組,161,3,一橋大学,01:43.58,03:30.73,05:19.15,07:06.44,5,
2019,m4+,準決A組,161,4,東京工業大学,01:41.69,03:29.85,05:21.04,07:16.23,4,
2019,m4+,準決B組,162,1,大阪府立大学,01:43.26,03:26.59,05:10.95,06:53.28,3,→Final A
2019,m4+,準決B組,162,2,龍谷大学,01:39.92,03:24.14,05:10.78,06:56.24,5,→Final B
2019,m4+,準決B組,162,3,慶應義塾大学,01:43.97,03:29.79,05:16.18,07:01.64,4,
2019,m4+,準決B組,162,4,東北大学,01:41.60,03:29.61,05:17.56,07:03.93,2,
2019,m4+,準決C組,163,1,早稲田大学,01:37.17,03:23.85,05:11.12,06:58.12,3,→Final A
2019,m4+,準決C組,163,2,日本大学,01:42.49,03:30.39,05:17.53,07:01.02,5,→Final B
2019,m4+,準決C組,163,3,中央大学,01:41.72,03:29.12,05:16.36,07:03.10,2,
2019,m4+,準決C組,163,4,大阪工業大学,01:43.79,03:32.57,05:19.96,07:04.78,4,
2019,m4+,準決D組,164,1,同志社大学,01:39.20,03:24.02,05:09.53,06:51.67,3,→Final A
2019,m4+,準決D組,164,2,法政大学,01:40.63,03:24.95,05:11.08,06:55.20,4,→Final B
2019,m4+,準決D組,164,3,明治大学,01:40.25,03:27.45,05:16.92,07:00.58,5,
2019,m4+,準決D組,164,4,日本体育大学,01:44.53,03:32.75,05:21.38,07:08.29,2,
2019,m4+,順決,190,1,仙台大学,01:40.77,03:27.14,05:15.79,06:59.83,4,
2019,m4+,順決,190,2,日本大学,01:41.05,03:29.25,05:17.93,07:03.29,5,
2019,m4+,順決,190,3,龍谷大学,01:41.39,03:31.78,05:25.13,07:14.44,2,
2019,m4+,決勝,202,1,同志社大学,01:37.57,03:17.89,04:57.92,06:34.24,4,
2019,m4+,決勝,202,2,立教大学,01:39.76,03:21.04,05:00.32,06:35.93,3,
2019,m4+,決勝,202,3,早稲田大学,01:34.69,03:16.44,05:00.74,06:36.96,5,
2019,m4+,決勝,202,4,大阪府立大学,01:40.02,03:22.17,05:02.39,06:39.03,2,
2019,w4+,予選A組,43,1,立命館大学,01:43.59,03:30.96,05:20.31,07:09.47,3,→Semi-Final
2019,w4+,予選A組,43,2,明治大学,01:50.19,03:41.98,05:37.20,07:29.49,4,
2019,w4+,予選A組,43,3,慶應義塾大学,01:52.75,03:45.08,05:42.25,07:37.39,5,
2019,w4+,予選A組,43,4,立教大学,01:52.40,03:48.21,05:46.61,07:43.92,2,
2019,w4+,予選B組,44,1,一橋大学,01:48.80,03:38.63,05:30.38,07:23.35,4,→Semi-Final
2019,w4+,予選B組,44,2,早稲田大学,01:50.19,03:41.34,05:33.74,07:27.39,2,
2019,w4+,予選B組,44,3,滋賀大学,01:59.80,03:58.86,05:57.71,07:56.61,3,
2019,w4+,予選C組,45,1,日本体育大学,01:51.02,03:41.66,05:32.07,07:21.76,3,→Semi-Final
2019,w4+,予選C組,45,2,富山国際大学,01:50.24,03:44.56,05:38.43,07:33.41,2,
2019,w4+,予選C組,45,3,中央大学,01:51.40,03:47.49,05:43.03,07:41.79,4,
2019,w4+,予選D組,46,1,仙台大学,01:50.22,03:43.68,05:38.83,07:30.82,3,→Semi-Final
2019,w4+,予選D組,46,2,神戸大学,01:53.44,03:51.56,05:46.92,07:41.06,2,
2019,w4+,予選D組,46,3,同志社大学,01:52.58,03:50.27,05:52.40,07:52.07,4,
2019,w4+,敗復A組,102,1,明治大学,01:53.45,03:48.10,05:42.83,07:39.80,3,→Semi-Final
2019,w4+,敗復A組,102,2,富山国際大学,01:53.27,03:46.24,05:43.52,07:42.64,4,→Semi-Final
2019,w4+,敗復A組,102,3,中央大学,01:51.50,03:49.58,05:52.03,07:58.67,2,
2019,w4+,敗復A組,102,4,立教大学,01:54.38,03:52.48,05:54.66,07:58.70,5,
2019,w4+,敗復B組,103,1,早稲田大学,01:53.27,03:50.04,05:49.02,07:46.20,3,→Semi-Final
2019,w4+,敗復B組,103,2,神戸大学,01:55.43,03:54.56,05:54.03,07:55.80,2,→Semi-Final
2019,w4+,敗復B組,103,3,慶應義塾大学,01:57.83,03:56.40,05:58.52,07:56.71,4,
2019,w4+,敗復B組,103,4,同志社大学,02:02.45,04:07.12,06:13.79,08:14.24,5,
2019,w4+,敗復B組,103,5,滋賀大学,02:02.79,04:07.78,06:13.29,08:15.02,1,
2019,w4+,準決A組,159,1,立命館大学,01:49.86,03:44.00,05:37.02,07:32.14,3,→Final A
2019,w4+,準決A組,159,2,仙台大学,01:55.93,03:54.01,05:50.81,07:45.67,4,→Final A
2019,w4+,準決A組,159,3,明治大学,01:56.10,03:54.84,05:53.18,07:48.46,2,→Final B
2019,w4+,準決A組,159,4,神戸大学,01:58.95,04:08.06,06:41.34,09:23.79,5,→Final B
2019,w4+,準決B組,160,1,日本体育大学,01:52.81,03:47.86,05:44.55,07:37.36,3,→Final A
2019,w4+,準決B組,160,2,一橋大学,01:53.54,03:49.97,05:47.39,07:43.70,4,→Final A
2019,w4+,準決B組,160,3,早稲田大学,01:55.34,03:52.14,05:51.16,07:48.40,5,→Final B
2019,w4+,準決B組,160,4,富山国際大学,01:54.78,03:52.46,05:53.57,07:50.89,2,→Final B
2019,w4+,順決,189,1,早稲田大学,01:52.35,03:46.78,05:44.64,07:43.18,3,
2019,w4+,順決,189,2,明治大学,01:54.86,03:49.40,05:48.79,07:47.84,4,
2019,w4+,順決,189,3,富山国際大学,01:54.41,03:48.46,05:47.92,07:48.64,2,
2019,w4+,順決,189,4,神戸大学,01:57.19,03:51.30,05:51.84,07:49.62,5,
2019,w4+,決勝,201,1,立命館大学,01:45.54,03:34.03,05:23.16,07:10.46,3,
2019,w4+,決勝,201,2,日本体育大学,01:49.91,03:39.26,05:28.44,07:16.96,4,
2019,w4+,決勝,201,3,仙台大学,01:52.77,03:44.07,05:34.25,07:22.14,5,
2019,w4+,決勝,201,4,一橋大学,01:50.26,03:41.61,05:33.99,07:23.42,2,
2019,m2x,予選A組,27,1,龍谷大学,01:36.70,03:19.09,05:04.12,06:49.83,6,→Semi-Final
2019,m2x,予選A組,27,2,同志社大学,01:37.60,03:19.96,05:05.07,06:52.04,4,
2019,m2x,予選A組,27,3,立命館大学,01:39.60,03:22.12,05:07.62,06:52.14,1,
2019,m2x,予選A組,27,4,東海大学,01:40.05,03:28.93,05:20.16,07:09.46,2,
2019,m2x,予選A組,27,5,甲南大学,01:46.51,03:36.69,05:28.54,07:20.16,5,
2019,m2x,予選A組,27,6,南山大学,01:48.99,03:40.02,05:33.46,07:26.78,3,
2019,m2x,予選B組,28,1,法政大学,01:38.13,03:21.85,05:08.76,06:53.15,4,→Semi-Final
2019,m2x,予選B組,28,2,広島大学,01:38.75,03:26.79,05:17.14,07:06.53,1,
2019,m2x,予選B組,28,3,明治大学,01:42.33,03:30.90,05:22.11,07:10.06,2,
2019,m2x,予選B組,28,4,慶應義塾大学,01:43.01,03:31.82,05:24.64,07:14.74,5,
2019,m2x,予選B組,28,5,東京工業大学,01:46.70,03:45.10,05:42.18,07:36.03,3,
2019,m2x,予選C組,29,1,日本大学,01:38.86,03:23.69,05:09.67,06:55.66,5,→Semi-Final
2019,m2x,予選C組,29,2,東京医科歯科大学,01:43.60,03:29.58,05:16.83,07:05.21,1,
2019,m2x,予選C組,29,3,愛媛大学,01:44.85,03:31.89,05:20.12,07:07.93,3,
2019,m2x,予選C組,29,4,大阪府立大学,01:42.80,03:32.21,05:22.93,07:16.59,4,
2019,m2x,予選C組,29,5,大阪工業大学,01:44.00,03:36.07,05:31.23,07:29.87,2,
2019,m2x,予選D組,30,1,東京海洋大学,01:39.83,03:22.70,05:10.49,06:53.88,1,→Semi-Final
2019,m2x,予選D組,30,2,富山国際大学,01:42.28,03:29.33,05:21.13,07:07.25,2,
2019,m2x,予選D組,30,3,京都大学,01:42.52,03:29.75,05:22.33,07:14.17,5,
2019,m2x,予選D組,30,4,熊本大学,01:46.19,03:34.78,05:26.96,07:17.50,3,
2019,m2x,予選D組,30,5,日本体育大学,01:50.88,03:42.40,05:38.67,07:31.72,4,
2019,m2x,予選E組,31,1,仙台大学,01:37.01,03:18.09,05:01.43,06:42.84,5,→Semi-Final
2019,m2x,予選E組,31,2,東京経済大学,01:38.85,03:23.88,05:10.85,06:54.62,1,
2019,m2x,予選E組,31,3,九州大学,01:39.71,03:27.22,05:18.41,07:08.14,2,
2019,m2x,予選E組,31,4,松山大学,01:42.50,03:33.02,05:25.95,07:16.05,4,
2019,m2x,予選E組,31,5,青山学院大学,01:43.31,03:33.74,05:28.00,07:20.43,3,
2019,m2x,予選F組,32,1,立教大学,01:37.98,03:21.33,05:05.64,06:48.90,4,→Semi-Final
2019,m2x,予選F組,32,2,鹿屋体育大学,01:38.53,03:22.20,05:09.34,06:57.48,5,
2019,m2x,予選F組,32,3,茨城大学,01:38.90,03:24.84,05:14.97,07:01.99,2,
2019,m2x,予選F組,32,4,一橋大学,01:41.76,03:28.38,05:18.29,07:04.76,1,
2019,m2x,予選F組,32,5,東京外国語大学,01:45.55,03:35.68,05:28.31,07:22.78,3,
2019,m2x,敗復A組,88,1,一橋大学,01:41.07,03:27.40,05:15.54,07:02.55,4,→Semi-Final
2019,m2x,敗復A組,88,2,茨城大学,01:43.39,03:29.64,05:17.44,07:04.72,3,→Semi-Final
2019,m2x,敗復A組,88,3,慶應義塾大学,01:42.21,03:27.89,05:18.86,07:13.99,2,
2019,m2x,敗復A組,88,4,松山大学,01:44.03,03:32.28,05:24.46,07:21.48,5,
2019,m2x,敗復A組,88,5,東京工業大学,01:44.86,03:36.37,05:36.63,07:33.28,1,
2019,m2x,敗復B組,89,1,鹿屋体育大学,01:41.90,03:29.40,05:20.17,07:09.11,3,→Semi-Final
2019,m2x,敗復B組,89,2,東京医科歯科大学,01:48.75,03:39.14,05:27.95,07:17.16,4,→Semi-Final
2019,m2x,敗復B組,89,3,京都大学,01:52.31,03:43.70,05:34.90,07:29.00,2,
2019,m2x,敗復B組,89,4,大阪府立大学,01:49.52,03:38.90,05:29.79,07:29.54,5,
2019,m2x,敗復B組,89,5,日本体育大学,01:49.13,03:42.36,05:40.08,07:39.69,1,
2019,m2x,敗復C組,90,1,東京経済大学,01:41.84,03:29.74,05:17.34,07:04.94,3,→Semi-Final
2019,m2x,敗復C組,90,2,明治大学,01:42.11,03:32.00,05:20.17,07:09.05,2,→Semi-Final
2019,m2x,敗復C組,90,3,熊本大学,01:44.40,03:33.46,05:22.60,07:13.40,5,
2019,m2x,敗復C組,90,4,広島大学,01:44.18,03:34.41,05:24.44,07:15.40,4,
2019,m2x,敗復C組,90,5,大阪工業大学,01:48.79,03:45.97,05:41.62,07:37.07,1,
2019,m2x,敗復D組,91,1,立命館大学,01:42.32,03:27.36,05:14.32,07:01.35,3,→Semi-Final
2019,m2x,敗復D組,91,2,富山国際大学,01:42.60,03:30.72,05:16.83,07:04.32,4,→Semi-Final
2019,m2x,敗復D組,91,3,東海大学,01:41.63,03:30.24,05:21.45,07:17.08,2,
2019,m2x,敗復D組,91,4,甲南大学,01:48.30,03:38.36,05:31.69,07:25.60,5,
2019,m2x,敗復D組,91,5,南山大学,01:51.58,03:45.81,05:39.56,07:32.51,1,
2019,m2x,敗復E組,92,1,同志社大学,01:44.23,03:32.18,05:21.43,07:07.84,3,→Semi-Final
2019,m2x,敗復E組,92,2,愛媛大学,01:45.50,03:33.34,05:22.81,07:10.12,4,→Semi-Final
2019,m2x,敗復E組,92,3,九州大学,01:48.39,03:40.15,05:34.98,07:26.57,2,
2019,m2x,敗復E組,92,4,青山学院大学,01:48.69,03:39.84,05:34.46,07:27.49,5,
2019,m2x,敗復E組,92,5,東京外国語大学,01:51.29,03:44.84,05:40.76,07:33.08,1,
2019,m2x,準決A組,149,1,仙台大学,01:39.41,03:23.59,05:09.54,06:56.20,3,→Final A
2019,m2x,準決A組,149,2,東京経済大学,01:40.66,03:27.75,05:17.87,07:06.16,2,→Final B
2019,m2x,準決A組,149,3,東京医科歯科大学,01:44.88,03:34.16,05:23.84,07:12.66,5,
2019,m2x,準決A組,149,4,茨城大学,01:42.60,03:32.70,05:25.98,07:16.44,4,
2019,m2x,準決B組,150,1,立教大学,01:41.49,03:28.68,05:15.02,06:58.76,3,→Final A
2019,m2x,準決B組,150,2,同志社大学,01:40.55,03:27.44,05:16.16,07:02.44,2,→Final B
2019,m2x,準決B組,150,3,富山国際大学,01:44.63,03:33.49,05:24.61,07:12.32,4,
2019,m2x,準決B組,150,4,愛媛大学,01:46.67,03:35.29,05:26.81,07:13.81,5,
2019,m2x,準決C組,151,1,日本大学,01:41.47,03:28.91,05:14.02,06:59.75,4,→Final A
2019,m2x,準決C組,151,2,龍谷大学,01:37.78,03:23.81,05:13.62,07:08.20,3,→Final B
2019,m2x,準決C組,151,3,明治大学,01:40.67,03:32.13,05:26.73,07:17.55,5,
2019,m2x,準決C組,151,4,一橋大学,01:45.06,03:38.15,05:35.59,07:30.54,2,
2019,m2x,準決D組,152,1,東京海洋大学,01:41.59,03:28.25,05:12.92,07:01.25,4,→Final A
2019,m2x,準決D組,152,2,立命館大学,01:40.54,03:27.99,05:17.55,07:06.09,2,→Final B
2019,m2x,準決D組,152,3,法政大学,01:43.13,03:29.74,05:18.97,07:07.30,3,
2019,m2x,準決D組,152,4,鹿屋体育大学,01:41.26,03:30.57,05:22.63,07:13.84,5,
2019,m2x,順決,186,1,同志社大学,01:39.52,03:21.98,05:06.55,06:50.41,3,
2019,m2x,順決,186,2,龍谷大学,01:38.06,03:21.20,05:08.09,06:53.31,5,
2019,m2x,順決,186,3,東京経済大学,01:42.04,03:25.14,05:11.31,06:56.20,2,
2019,m2x,順決,186,4,立命館大学,01:40.67,03:27.27,05:18.44,07:05.54,4,
2019,m2x,決勝,198,1,仙台大学,01:39.26,03:19.64,05:02.35,06:45.97,3,
2019,m2x,決勝,198,2,東京海洋大学,01:40.36,03:23.04,05:06.86,06:49.34,5,
2019,m2x,決勝,198,3,日本大学,01:40.60,03:24.13,05:10.10,06:50.10,2,
2019,m2x,決勝,198,4,立教大学,01:40.73,03:27.10,05:13.90,07:00.60,4,
2019,w2x,予選A組,21,1,早稲田大学,01:50.13,03:43.20,05:37.90,07:31.89,1,→Semi-Final
2019,w2x,予選A組,21,2,大阪市立大学,01:49.92,03:47.15,05:44.59,07:42.55,3,
2019,w2x,予選A組,21,3,立命館大学,01:50.81,03:49.23,05:49.57,07:48.40,5,
2019,w2x,予選A組,21,4,大阪大学,01:57.56,04:03.74,06:09.44,08:15.43,2,
2019,w2x,予選A組,21,5,東京医科歯科大学,02:03.27,04:09.00,06:14.37,08:18.43,4,
2019,w2x,予選B組,22,1,立教大学,01:48.25,03:39.62,05:32.49,07:23.44,2,→Semi-Final
2019,w2x,予選B組,22,2,東北大学,01:50.71,03:41.50,05:45.60,07:46.17,4,
2019,w2x,予選B組,22,3,一橋大学,01:54.56,03:52.79,05:52.74,07:50.39,3,
2019,w2x,予選B組,22,4,名古屋大学,01:56.38,03:55.78,05:55.34,07:50.40,5,
2019,w2x,予選B組,22,5,日本体育大学,01:58.08,03:57.26,05:56.28,07:55.05,1,
2019,w2x,予選C組,23,1,法政大学,01:46.06,03:39.93,05:34.19,07:27.55,4,→Semi-Final
2019,w2x,予選C組,23,2,鹿屋体育大学,01:50.34,03:45.45,05:42.75,07:40.39,3,
2019,w2x,予選C組,23,3,同志社大学,01:52.44,03:50.47,05:48.55,07:44.48,1,
2019,w2x,予選C組,23,4,成城大学,01:57.24,04:03.29,06:08.92,08:11.89,2,
2019,w2x,予選C組,23,5,関西学院大学,02:03.44,04:11.14,06:15.23,08:17.35,5,
2019,w2x,予選D組,24,1,富山国際大学,01:49.03,03:42.30,05:36.55,07:28.85,3,→Semi-Final
2019,w2x,予選D組,24,2,学習院大学,01:52.36,03:50.64,05:45.80,07:40.46,2,
2019,w2x,予選D組,24,3,金沢大学,01:49.99,03:46.06,05:44.87,07:43.75,5,
2019,w2x,予選D組,24,4,新潟大学,02:00.66,04:05.42,06:10.51,08:11.92,4,
2019,w2x,予選E組,25,1,明治大学,01:47.99,03:42.71,05:39.32,07:37.39,2,→Semi-Final
2019,w2x,予選E組,25,2,熊本大学,01:51.32,03:47.47,05:43.92,07:39.75,3,
2019,w2x,予選E組,25,3,仙台大学,01:56.35,03:55.85,05:58.42,07:58.55,4,
2019,w2x,予選E組,25,4,福岡女子大学,01:57.90,04:01.22,06:12.13,08:32.13,5,
2019,w2x,予選F組,26,1,東京海洋大学,01:56.05,03:55.19,05:55.88,07:54.45,5,→Semi-Final
2019,w2x,予選F組,26,2,東京外国語大学,01:58.54,03:58.51,05:58.47,07:57.93,4,
2019,w2x,予選F組,26,3,筑波大学,02:03.05,04:07.05,06:12.61,08:13.25,3,
2019,w2x,予選F組,26,4,山口大学,02:02.11,04:05.97,06:12.85,08:18.23,2,
2019,w2x,敗復A組,83,1,同志社大学,01:55.73,03:56.39,05:56.03,07:56.70,4,→Semi-Final
2019,w2x,敗復A組,83,2,金沢大学,01:53.40,03:54.64,05:58.06,08:04.55,3,→Semi-Final
2019,w2x,敗復A組,83,3,筑波大学,02:02.64,04:09.11,06:15.32,08:21.51,5,
2019,w2x,敗復A組,83,4,新潟大学,02:04.11,04:11.64,06:19.94,08:30.59,2,
2019,w2x,敗復B組,84,1,大阪市立大学,01:54.74,03:55.41,06:00.36,08:02.63,3,→Semi-Final
2019,w2x,敗復B組,84,2,東北大学,01:56.37,03:59.25,06:05.21,08:06.90,4,→Semi-Final
2019,w2x,敗復B組,84,3,成城大学,02:02.54,04:10.73,06:20.57,08:23.62,2,
2019,w2x,敗復B組,84,4,大阪大学,01:59.52,04:07.23,06:20.25,08:30.50,5,
2019,w2x,敗復C組,85,1,学習院大学,01:55.08,03:51.24,05:48.31,07:49.82,3,→Semi-Final
2019,w2x,敗復C組,85,2,仙台大学,01:55.39,03:53.22,05:53.30,07:54.29,2,→Semi-Final
2019,w2x,敗復C組,85,3,立命館大学,01:54.31,03:54.12,05:56.51,07:56.69,4,
2019,w2x,敗復C組,85,4,関西学院大学,02:05.10,04:11.94,06:16.31,08:25.75,5,
2019,w2x,敗復D組,86,1,鹿屋体育大学,01:53.64,03:50.67,05:54.07,07:52.84,3,→Semi-Final
2019,w2x,敗復D組,86,2,一橋大学,01:54.73,03:53.73,05:59.46,08:01.95,4,→Semi-Final
2019,w2x,敗復D組,86,3,東京外国語大学,01:58.16,03:59.99,06:05.55,08:09.37,2,
2019,w2x,敗復D組,86,4,山口大学,02:04.01,04:11.32,06:27.85,08:35.66,5,
2019,w2x,敗復E組,87,1,熊本大学,01:52.51,03:47.29,05:48.39,07:46.73,3,→Semi-Final
2019,w2x,敗復E組,87,2,名古屋大学,01:55.45,03:55.05,05:59.80,08:00.20,4,→Semi-Final
2019,w2x,敗復E組,87,3,日本体育大学,01:57.44,03:57.77,06:04.91,08:09.51,2,
2019,w2x,敗復E組,87,4,福岡女子大学,02:03.38,04:08.15,06:19.33,08:25.14,1,
2019,w2x,敗復E組,87,5,東京医科歯科大学,02:07.39,04:14.17,06:26.69,08:33.28,5,
2019,w2x,準決A組,145,1,立教大学,01:50.29,03:46.52,05:43.61,07:40.06,3,→Final A
2019,w2x,準決A組,145,2,同志社大学,01:55.94,03:57.95,05:58.54,08:00.25,2,→Final B
2019,w2x,準決A組,145,3,東北大学,01:54.68,03:57.70,06:03.26,08:07.37,5,
2019,w2x,準決A組,145,4,仙台大学,01:59.58,04:04.55,06:10.14,08:11.84,4,
